lat,lon,name,category
55.8240519,37.6203334,Управа Останкинского района,Офис
55.7828722,37.7253135,Управа района Соколиная Гора,Офис
55.7839338,37.710295,Муниципалитет муниципального округа Соколиная Гора,Офис
55.7747252,37.6319741,Управа Мещанского района,Офис
55.7746805,37.6319794,Администрация муниципального округа Мещанский,Офис
55.7487427,37.5875621,Управа района Арбат,Офис
55.7488275,37.587478,Администрация муниципального округа Арбат,Офис
55.7029643,37.6796906,Управа Южнопортового района,Офис
55.7940746,37.5685856,Управа Савеловского района,Офис
55.7924719,37.5699179,Совет депутатов муниципального округа Савеловский,Офис
55.7847674,37.5715843,Управа района Беговой,Офис
55.7876474,37.5728128,Администрация муниципального округа Беговой,Офис
55.7884806,37.6829601,Муниципалитет муниципального округа Сокольники,Офис
55.7368042,37.6600908,Управа Таганского района,Офис
55.7753016,37.5938794,Управа Тверского района,Офис
55.7752754,37.5938069,Администрация муниципального округа Тверской,Офис
55.8115661,37.5613254,Управа Тимирязевского района,Офис
55.81152,37.56102,Администрация муниципального округа Тимирязевский,Офис
55.6942471,37.5524182,Администрация муниципального округа Гагаринский,Офис
55.7354414,37.6356526,Управа района Замоскворечье,Офис
55.7354299,37.6357677,Администрация муниципального округа Замоскворечье,Офис
55.7705671,37.6685701,Управа Басманного района,Офис
55.7704925,37.6686773,Муниципалитет муниципального округа Басманный,Офис
55.7104736,37.6238542,Управа Даниловского района,Офис
55.6975841,37.6196312,Управа Донского района,Офис
55.6930131,37.6130358,Муниципалитет муниципального округа Донской,Офис
55.7753338,37.59376,Департамент финансов города Москвы,Офис
55.7345215,37.6387865,Жилищник района Замоскворечье,Офис
55.8045312,37.5902146,МР Групп,Офис
55.7799307,37.6695099,Инженерная служба Красносельского района,Офис
55.7782747,37.6378104,Инженерная служба Мещанского района,Офис
55.7625442,37.5692333,Инженерная служба Пресненского района,Офис
55.7323863,37.662645,Инженерная служба Таганского района,Офис
55.7244093,37.5743062,Инженерная служба района Хамовники,Офис
55.7615611,37.6139274,Инженерная служба Тверского района,Офис
55.7281389,37.6139597,Жилищник района Якиманка,Офис
55.8078056,37.5335149,Инженерная служба района Аэропорт ОДС № 1,Офис
55.7867995,37.572693,Инженерная служба района Беговой,Офис
55.7968486,37.5625567,Инженерная служба района Савеловский,Офис
55.8105409,37.5709762,Инженерная служба района Тимирязевский,Офис
55.7783053,37.526545,Инженерная служба Хорошевского района,Офис
55.8085391,37.6424656,Инженерная служба района Алексеевский,Офис
55.8173989,37.5954007,Инженерная служба Бутырского района,Офис
55.7958828,37.6153643,Инженерная служба района Марьина Роща,Офис
55.8209533,37.6237508,Инженерная служба района Останкинский,Офис
55.7884213,37.6829747,Инженерная служба района Сокольники,Офис
55.7588168,37.5903992,Посольство Лаоса,Офис
55.7532664,37.6028743,Россотрудничество,Офис
55.744626,37.6435823,Российский союз промышленников и предпринимателей,Офис
55.6879722,37.5840568,"""Жилищник"" Академического района. Инженерная служба",Офис
55.756862,37.6173919,FS-Property,Офис
55.8061175,37.6119247,Управление социальной защиты населения района Марьина Роща,Офис
55.7628381,37.6261814,Александр Липатников,Офис
55.7118696,37.6189465,Управление организации дознания ГУ МВД РФ по г. Москве,Офис
55.7805127,37.6382761,Росно,Офис
55.7155356,37.7108887,CarPrice,Офис
55.761556,37.6332889,Шухов Лаб,Офис
55.765431,37.591048,Альфа-Капитал,Офис
55.7519339,37.6773012,НИИ проблем хранения Росрезерва,Офис
55.720507,37.5192296,"ООО ""Кинопортал""",Офис
55.7169438,37.5770098,Школа Виктория-2000,Школа
55.7427121,37.6291187,Департамент культурного наследия г. Москвы,Офис
55.7443069,37.5592393,Мосгосстройнадзор,Офис
55.7589327,37.6059424,Российский дом международного научно-технического сотрудничества,Офис
55.758869,37.6060724,Министерство образования и науки Российской Федерации,Офис
55.7478298,37.5942907,"Школа № 1331 ""Молодая Иверия""",Школа
55.7720831,37.6632359,Без названия,Офис
55.7644313,37.6146442,Департамент культуры г. Москвы,Офис
55.7650004,37.6148753,Тверская межрайонная прокуратура,Офис
55.7217786,37.6249713,"Объединённая энергетическая компания, Департамент систем противопожарной защиты и инженерных систем",Офис
55.7194597,37.6246575,Третейский суд. Архив,Офис
55.7614352,37.612824,"Институт менеджмента, экономики и инноваций",Университет
55.7664917,37.5933453,Lucullus,Офис
55.7850901,37.6595069,АйТи Культура,Офис
55.7100504,37.5987104,Без названия,Офис
55.7600255,37.5546425,ИФНС России №3 по г. Москве,Офис
55.7702664,37.6868456,АйТи Культура,Офис
55.7050186,37.6210627,"АО ""МирТелеКом имени Э. К. Первышина""",Офис
55.7624552,37.6107536,"Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы",Офис
55.7621457,37.6366242,Atlant Clinical CRO,Офис
55.7205295,37.6185935,"Главное управление Пенсионного фонда РФ № 10 по Москве и Московской области. Управление по приёму населения. Клиентская служба ""Замоскворечье""",Офис
55.762919,37.6068212,Московское городское БТИ,Офис
55.7208037,37.620362,Научно-исследовательский институт социальных систем,Офис
55.7423936,37.5858087,Филиал ФСС №25,Офис
55.7680315,37.5976932,Жилищник района Тверской,Офис
55.7811542,37.6375776,Sanamus,Офис
55.7738448,37.5925608,Леконс,Офис
55.742534,37.6379988,"ФГБУ ""Автотранспортный комбинат""",Офис
55.7302962,37.647532,ДойчеКлимат.РУ,Офис
55.7575758,37.633076,Департамент торговли и услуг города Москвы,Офис
55.7215693,37.622847,Без названия,Офис
55.7215329,37.6228574,Без названия,Офис
55.7329584,37.5356914,Без названия,Офис
55.7693654,37.655692,Департамент труда и социальной защиты населения города Москвы,Офис
55.7482496,37.5401354,ООО «МК развитие»,Офис
55.7230051,37.6099194,Курьер Сервис Экспресс,Офис
55.6847886,37.624125,РусАсфальт,Офис
55.821065,37.6015741,"Студия ""Союзмультфильм""",Офис
55.7915612,37.5811909,Пари,Офис
55.7253324,37.5256742,Утро,Школа
55.7385372,37.5914133,Резиденция посла Австралии,Офис
55.7716521,37.5990657,Адвокат Анна Дука,Офис
55.7699676,37.5980314,Московская областная коллегия адвокатов. Филиал #1,Офис
55.7706626,37.5996044,Без названия,Офис
55.7217219,37.6930126,ООО «НИКАСТРОЙ»,Офис
55.7522209,37.6335075,Министерство промышленности и торговли Российской Федерации,Офис
55.7313891,37.5338047,ДЭЗ,Офис
55.7338316,37.5390523,Мосводосток,Офис
55.7329273,37.535884,Без названия,Офис
55.7756606,37.6067633,Бурейникова Л.Л.,Офис
55.7721288,37.6092485,"Международное общество ""Мемориал""",Офис
55.7711578,37.614474,"Общество ""Мемориал""",Офис
55.76827,37.6008341,Без названия,Офис
55.767812,37.6012659,МегаФон,Офис
55.7675381,37.6025959,Itec,Офис
55.7696397,37.6853479,Центр судебно-медицинской экспертизы,Офис
55.7719898,37.6056138,МТС,Офис
55.7388675,37.5811851,Сибирский центр фармакологии и биотехнологии,Офис
55.7211876,37.6105124,Сбербанк Страхование,Офис
55.782943,37.7026856,РЕСО-гарантия,Офис
55.8074752,37.5399637,МГТС,Офис
55.7452187,37.6840173,"Государственное бюджетное учреждение города Москвы ""Центральный государственный архив города Москвы""",Офис
55.7453832,37.6825691,"Государственное бюджетное учреждение города Москвы ""Центральный государственный архив трудовых отношений города Москвы""",Офис
55.7689949,37.6102106,Совет муниципальных образований города Москвы,Офис
55.769108,37.610112,Общественная палата города Москвы,Офис
55.7691503,37.6095807,Уполномоченный по правам человека в городе Москве,Офис
55.7692318,37.6096183,Приёмная Думы,Офис
55.7685063,37.611891,Аппарат Московской городской Думы,Офис
55.7076079,37.6139608,Службы Единого Окна - УФК по г. Москве,Офис
55.7651886,37.6611746,Правда.Ру,Офис
55.7411162,37.6336951,Национальная система платежных карт,Офис
55.7805225,37.588497,Нотариус,Офис
55.7367894,37.5245749,"АО ""Союзтехноком""",Офис
55.7794905,37.577269,Мосволонтёр,Офис
55.7377184,37.6899377,Совет ветеранов блокадного Ленинграда,Офис
55.8015246,37.7016433,Коррекционная школа-интернат VIII вида №29,Школа
55.7652914,37.6127921,Российское военно-историческое общество,Офис
55.7737769,37.6822458,Bayplus.ru,Офис
55.820613,37.6419758,МТС,Офис
55.8208337,37.6421541,МегаФон,Офис
55.820792,37.6421728,Билайн,Офис
55.7961575,37.617025,МТС,Офис
55.7601854,37.6437051,"ОДС № 4 ГБУ ""Жилищник Басманного района""",Офис
55.7950817,37.5651238,Комеди Клаб продакшн,Офис
55.7555205,37.6760049,Без названия,Офис
55.7383885,37.6307273,Посольство Республики Мали,Офис
55.7379384,37.5058787,РУСАЛ,Офис
55.7668719,37.6258514,School Gosh,Офис
55.7829906,37.572945,Гринпис России,Офис
55.7370457,37.6284374,Иванова М.Н.,Офис
55.7375099,37.6291662,Визовый центр стран Азии,Офис
55.7638198,37.5262475,ПрофТехСнаб,Офис
55.7499552,37.584,Уолт Дисней Компани СНГ,Офис
55.7358244,37.6309714,Департамент развития новых территорий города Москвы,Офис
55.7350678,37.6296034,Дирекция по обеспечению деятельности государственных учреждений Департамента образования города Москвы,Офис
55.7368802,37.5705967,Главное Управление ПФР России 10,Офис
55.8034761,37.5314706,Интертраст,Офис
55.8034637,37.531504,"ЖКХ ""Советсткое искусство""",Офис
55.8040488,37.5319947,Интертраст,Офис
55.8039777,37.532933,Миэль,Офис
55.8044294,37.5315465,Сюртель,Офис
55.8054401,37.531175,Тарасова И.В.,Офис
55.8054526,37.5311335,Без названия,Офис
55.7498173,37.7114308,Федеральная налоговая служба,Офис
55.8066328,37.5346359,Академия Н.С. Михалкова,Офис
55.8067354,37.5351577,Без названия,Офис
55.7673255,37.5553518,Многофункциональный центр предоставления государственных и муниципальных услуг района Пресненский,Офис
55.7357459,37.6245609,Национальный институт корпоративной реформы,Офис
55.7876769,37.7297327,Институт экономики и культуры,Университет
55.7393167,37.6261433,Московский инновационный университет,Университет
55.7489838,37.5918986,Столичная академия малого бизнеса,Университет
55.73696,37.688743,Открытый институт - Высшая профессиональная школа,Университет
55.7717148,37.5772618,Интуит,Университет
55.7331347,37.7141835,Славяно-греко-латинская академия,Университет
55.721783,37.6284355,Бизнес-школа CESTE Международной академии оценки и консалтинга,Университет
55.7790207,37.5947947,Высший колледж рационального природопользования,Университет
55.736034,37.663795,Московская международная высшая школа бизнеса МИРБИС,Университет
55.776605,37.6998169,Международный институт экономики и права,Университет
55.7360212,37.7182809,Сущий,Офис
55.8092154,37.5327523,Совет ветеранов района Аэропорт,Офис
55.8030119,37.532707,Деловая Русь,Офис
55.8052147,37.528516,Школа баристы и барменов,Школа
55.8053829,37.5375841,УФМС,Офис
55.7696741,37.6265062,Bette GmbH & Co.KG (представительство),Офис
55.8095508,37.5358457,ООО «Гермсат» Speedcast,Офис
55.8003753,37.5481846,МЧС,Офис
55.8001169,37.5476435,«Жилищник района Аэропорт» ОДС № 5,Офис
55.799767,37.5470548,GoldenTab,Офис
55.7765453,37.5370651,"Редакция газеты ""Красная звезда""",Офис
55.733913,37.5528076,Фабрика Браслетов,Офис
55.7573563,37.5723477,"Школа ""Виктория""",Школа
55.7232298,37.6002213,Свято-Димитриевская школа,Школа
55.8033081,37.5824363,"ИВК - Информационная Внедренческая Компания""",Офис
55.7317915,37.6255144,МАКС,Офис
55.7114545,37.589718,Институт биохимии им. А. Н. Баха,Офис
55.7375966,37.6016504,ЮниКредит Лизинг,Офис
55.780089,37.7106937,ИННО Имплант РУ,Офис
55.7274122,37.6156908,Посольство Бахрейна,Офис
55.6914368,37.6234328,Без названия,Офис
55.774667,37.5493542,Федеральная налоговая служба,Офис
55.7358231,37.617458,Московская городская телефонная сеть,Офис
55.7329387,37.6152839,Без названия,Офис
55.7612613,37.5972041,Каскадёр,Офис
55.8059313,37.5254702,Избирательная комиссия муниципального округа Аэропорт,Офис
55.8058995,37.5255791,Комиссия по делам несовершеннолетних,Офис
55.7367369,37.6841665,Колледж сферы услуг №3,Университет
55.7231243,37.6000186,Свято-Дмитриевское училище сестер милосердия,Университет
55.7532478,37.5765193,Управление по обеспечению деятельности мировых судей города Москвы,Офис
55.7521007,37.5844235,Управление записи актов гражданского состояния города Москвы,Офис
55.7534113,37.5763595,Главное контрольное управление города Москвы,Офис
55.7779801,37.632167,Государственная жилищная инспекция города Москвы,Офис
55.7672815,37.584342,"Государственная инспекция города Москвы по качеству сельскохозяйственной продукции, сырья и продовольствия",Офис
55.7595168,37.630313,Государственная инспекция по контролю за использованием объектов недвижимости города Москвы,Офис
55.760609,37.6072347,Департамент внешнеэкономических и международных связей города Москвы,Офис
55.7338916,37.6356388,Департамент городского имущества г. Москвы,Офис
55.7572274,37.6101412,Департамент градостроительной политики города Москвы,Офис
55.7735123,37.6071697,Департамент здравоохранения города Москвы,Офис
55.7615726,37.6204329,Департамент культуры города Москвы,Офис
55.760515,37.6070699,"Департамент науки, промышленной политики и предпринимательства города Москвы",Офис
55.7532631,37.5761597,Департамент национальной политики и межрегиональных связей города Москвы,Офис
55.7744217,37.6397019,Департамент образования и науки города Москвы,Офис
55.7521791,37.5960977,Департамент природопользования и охраны окружающей среды города Москвы,Офис
55.7528861,37.607192,Департамент развития новых территорий города Москвы,Офис
55.7531992,37.5762287,Департамент региональной безопасности и противодействия коррупции города Москвы,Офис
55.7535334,37.5762394,Департамент средств массовой информации и рекламы города Москвы,Офис
55.7622613,37.6146517,Департамент строительства города Москвы,Офис
55.7608424,37.6074262,Департамент территориальных органов исполнительной власти города Москвы,Офис
55.7655434,37.6031301,Департамент торговли и услуг города Москвы,Офис
55.7182,37.6055,Московское объединение ветеринарии,Офис
55.7529677,37.6073005,Комитет города Москвы по обеспечению реализации инвестиционных проектов в строительстве и контролю в области долевого строительства,Офис
55.7609467,37.6075741,Комитет государственных услуг города Москвы,Офис
55.7533398,37.5764322,Комитет общественных связей города Москвы,Офис
55.7792131,37.6450382,Московская административная дорожная инспекция,Офис
55.7536518,37.576094,Объединение административно-технических инспекций города Москвы,Офис
55.7612888,37.6091726,Управление делами Мэра и Правительства Москвы,Офис
55.7169563,37.6238209,"ООО ""НСС""",Офис
55.7463409,37.6826072,Многофункциональный центр предоставления государственных и муниципальных услуг района Таганский,Офис
55.7382551,37.5982685,Военкомат района Замоскворечье,Офис
55.7562711,37.5489397,Объединённый военный комиссариат Тверского района,Офис
55.7793789,37.5852021,Объединённый военный комиссариат Савёловского района,Офис
55.6935419,37.5639124,Объединённый военный комиссариат Черёмушкинского района,Офис
55.6934119,37.563671,Объединённый военный комиссариат Гагаринского района,Офис
55.7682571,37.6054287,РусГидро,Офис
55.8075631,37.5330529,Жилищник района Аэропорт,Офис
55.8034934,37.5409607,Дополнительное образование школы № 601,Школа
55.8072682,37.5379793,Отдел жилищных субсидий «Аэропорт» для юр. лиц,Офис
55.8074603,37.5382105,Центр физической культуры и спорта северного административного округа,Офис
55.7421884,37.6517003,Московский институт открытого образования,Университет
55.7364364,37.6508448,Совет ветеранов микрорайона 1,Офис
55.7372399,37.6523044,"ЗАО ""НФК""",Офис
55.7347638,37.6521204,Без названия,Офис
55.7570047,37.6359294,Жилищник-1,Офис
55.7151168,37.6737419,Всероссийский студенческий союз,Офис
55.7151878,37.6739967,Конструкторское бюро по архитектурно-строительным системам и новым технологиям им. А.А. Якушева,Офис
55.7893238,37.5833253,"ООО ""Московия Центр Кадастрового Учёта""",Офис
55.7731289,37.677784,Inventive Retail Group,Офис
55.7558039,37.6025057,УВО по ЦАО ФГКУ «УВО ВНГ России по г. Москве» финансово-экономический отдел,Офис
55.7555101,37.6027644,Управление по ЦАО ГУ МЧС,Офис
55.7554509,37.6027561,21 пожарно-спасательный отряд ФПС,Офис
55.7581034,37.6374137,Консульский отдел Посольства Беларуси,Офис
55.7587431,37.6367599,Деловой и культурный комплекс Посольства Беларуси,Офис
55.7263888,37.6069393,"ФГБУ ""Главэкспертцентр""",Офис
55.7537977,37.5766327,"Группа Компаний ""Московия""",Офис
55.7671564,37.6082973,Чернигов И.О.,Офис
55.7825642,37.722936,МегаФон,Офис
55.7085019,37.6655002,Стройсервис,Офис
55.7382823,37.6263733,Самокат,Офис
55.7964268,37.6329959,Московская Дирекция пассажирских обустройств,Офис
55.7695524,37.6171325,ОДС-6,Офис
55.6985512,37.6248251,Рамблер,Офис
55.7615927,37.605418,Air Astana,Офис
55.7429665,37.6621293,"ООО ""Академия частной жизни""",Офис
55.7540924,37.6428442,Бюро Кабельных Технологий,Офис
55.7297404,37.7320665,T2,Офис
55.7779852,37.5557923,Современный Сервис,Офис
55.8062582,37.6219068,Cakeland,Офис
55.7222915,37.6928231,Московский городской открытый колледж,Университет
55.7475827,37.6518717,Русал,Офис
55.8130243,37.6387384,Магазин софта,Офис
55.7091338,37.6209148,Без названия,Офис
55.7165325,37.610863,Байлар,Офис
55.7076833,37.69664,Allbearing.ru,Офис
55.7408229,37.6334788,Объединенная судостроительная корпорация,Офис
55.7428733,37.5986156,Москоувайн,Офис
55.7623435,37.5911593,Институт Африки РАН,Офис
55.7089941,37.6584253,Без названия,Офис
55.7686933,37.6639095,"Федеральная служба по экологическому, технологическому и атомному надзору",Офис
55.7643109,37.6718453,Российский Союз Боевых Искусств,Офис
55.8058237,37.5407999,Московская Академия предпринимательства при Правительстве Москвы,Университет
55.8018464,37.5504416,Дар Арктики,Офис
55.8018373,37.5505226,МБР-Авиа,Офис
55.8021745,37.5512944,ООО «Командир»,Офис
55.7593817,37.6323637,Инсайт Груп,Офис
55.7292247,37.6227786,МегаФон,Офис
55.7334542,37.6288001,Федеральное агентство лесного хозяйства,Офис
55.8180439,37.5734474,T2,Офис
55.7927046,37.5272768,ТелемедХелп,Офис
55.7029748,37.6483333,"Офис продаж ""Парк легенд""",Офис
55.7811251,37.6036075,Мир Гравировки,Офис
55.7804416,37.5872266,"Институт территориального планирования ""Урбаника""",Офис
55.8058997,37.5288511,Солидарность паблишерс,Офис
55.8058353,37.5288006,Межправительственный совет дорожников,Офис
55.8058091,37.5287754,Региональный фонд содействия ветеранам МВД,Офис
55.8046418,37.5304858,Мегатехникс,Офис
55.7319221,37.5646538,Московский технологический колледж питания,Университет
55.7637356,37.6021229,ЗАО «Генеральная Дирекция Центр»,Офис
55.7633425,37.6332459,Фонд развития интернет-инициатив,Офис
55.7378338,37.6018507,Бутик-офис,Офис
55.726973,37.6261807,МТС,Офис
55.7814816,37.6306585,Профессии будущего,Офис
55.731084,37.6214698,ФБУ Государственная комиссия по запасам полезных ископаемых,Офис
55.7655199,37.6350403,ESA Moscow,Офис
55.8029248,37.5255746,Nolwo,Офис
55.8029136,37.525625,АО «Поликон»,Офис
55.8116118,37.5856962,Центр обслуживания клиентов МОЭСК,Офис
55.8115619,37.585329,МОЭСК Северные электрические сети,Офис
55.7982262,37.5937342,ОАО «Московская объединенная энергетическая компания»,Офис
55.8014862,37.595655,Времена Года,Офис
55.8150159,37.5889831,Администрация,Офис
55.8041515,37.5247252,Межрегиональное бюро кадастровых работ,Офис
55.7781831,37.6161679,Московское городское региональное отделение Единая Россия,Офис
55.6952686,37.6250816,2ГИС,Офис
55.8053399,37.5273668,Игл текнолоджиз,Офис
55.7313642,37.5649158,Старград,Офис
55.7075775,37.6207818,РЕСО,Офис
55.8085711,37.5304858,Билайн,Офис
55.8086302,37.5308226,Без названия,Офис
55.8024923,37.5437714,Грин Хилл,Офис
55.8021118,37.5436826,Валтекс-НТ,Офис
55.7602888,37.6070367,Агентство промышленного развития города Москвы,Офис
55.721356,37.6261128,probok.net,Офис
55.8046137,37.525067,"ПАО ""Яковлев""",Офис
55.7819521,37.6777848,Московская межрегиональная транспортная прокуратура,Офис
55.744171,37.5605599,Без названия,Офис
55.7638038,37.6072883,Бакулина Юлия Николаевна,Офис
55.7774719,37.5749674,ГКУ «АМПП»,Офис
55.7751788,37.5837262,МТС,Офис
55.7787,37.73694,Центральный научно-исследовательский институт «Курс»,Офис
55.8077328,37.5319904,Бирюкова Ольга Михайловна,Офис
55.8077538,37.5320074,Адвокат Родина С.В.,Офис
55.8077744,37.5320308,КБ ЭГИДА,Офис
55.7819196,37.7242264,Ресо,Офис
55.7414645,37.5311218,Сбербанк,Офис
55.8071639,37.6457461,Фонд социального страхования. Филиал 29,Офис
55.8005327,37.5485158,Плотникова А. В.,Офис
55.8004845,37.5485817,Марс-секьюрити,Офис
55.8069355,37.6458308,Kraftway,Офис
55.7082268,37.6592651,Билайн,Офис
55.7550756,37.626691,Исследовательский центр частного права им. С. С. Алексеева,Офис
55.7913172,37.6031123,Центр урегулирования страховых случаев,Офис
55.7884538,37.6626895,Ирбис-СВ,Офис
55.8113567,37.6423211,Радио Шансон,Офис
55.7583967,37.5887135,Простор,Офис
55.8049317,37.5498689,Фонд поддержки социальных благотворительных инициатив,Офис
55.7569743,37.6381559,Радченко И.В.,Офис
55.6995115,37.579314,РЕСО-Гарантия,Офис
55.7744514,37.5931702,Без названия,Офис
55.7569677,37.6382187,Без названия,Офис
55.7055294,37.5777045,Без названия,Офис
55.8025799,37.6489788,Московский электромеханический ремонтный завод МЭМРЗ,Офис
55.7522728,37.5006858,Многофункциональный центр предоставления государственных услуг района Филёвский парк,Офис
55.7218289,37.6733255,РЕСО,Офис
55.8101573,37.63211,Росгосстрах,Офис
55.7237393,37.6080251,Ориентир,Офис
55.730008,37.5573825,Союз ветеранов Афганистана,Офис
55.7300347,37.5573541,"Военно-спортивный клуб ""Герат""",Офис
55.807793,37.5335756,ГБУ «Жилищник»,Офис
55.7408007,37.671975,РусЭнергоСервис,Офис
55.757914,37.5904512,Резиденция посла Нигерии,Офис
55.8025115,37.5350584,ЖСК «Советский писатель»,Офис
55.8025364,37.5350863,LinkLine,Офис
55.8029784,37.535822,Арт-родник,Офис
55.7132486,37.6204373,ОБИТ,Офис
55.8073668,37.5408632,Эж-ЮРИСТ,Офис
55.8074049,37.5409439,Институт исследования товародвижения и конъюнктуры оптового рынка,Университет
55.8074503,37.5410311,Издательский дом «Экономическая газета»,Офис
55.8074939,37.5411216,ООО «Медиагруппа «Журналист»,Офис
55.8067969,37.5439831,"ООО ""ТСЖ Аэробус""",Офис
55.8062293,37.5454248,Еврейская община «Сокол-Аэропорт»,Офис
55.8064506,37.5459753,Олимп Стройсервис,Офис
55.8067713,37.5440237,"Администрация ЖК ""Аэробус""",Офис
55.8136179,37.575606,Без названия,Офис
55.8137626,37.5767192,Ингосстрах,Офис
55.7501248,37.5869617,Посольство Монголии,Офис
55.7349434,37.5661515,МСМ-групп,Офис
55.7962703,37.5612181,"ООО""Вербета""",Офис
55.7021177,37.6535441,Федерация хоккея России,Офис
55.8106081,37.6316563,Adconsult,Офис
55.761782,37.6478884,Институт управления образованием РАО,Офис
55.7426596,37.5453515,Геометрия,Офис
55.7451089,37.5962019,Представительство Ханты-Мансийского автономного округа - Югры,Офис
55.7100616,37.6204859,Билайн,Офис
55.7826201,37.7227445,T2,Офис
55.7510849,37.7318916,Магеллан,Офис
55.7879723,37.6307756,Приёмная ЛДПР,Офис
55.7377905,37.628615,Gerit.ru,Офис
55.7222037,37.6391091,Бентли Системс,Офис
55.778875,37.6381007,"ОДС №18 ГБУ ""Жилищник Мещанского района""",Офис
55.7762819,37.6391843,"ОДС №4 ГБУ ""Жилищник Красносельского района""",Офис
55.8029657,37.5321653,Моушн Вью,Офис
55.7320923,37.6477827,МИЦ,Офис
55.801285,37.5269372,Приёмная комиссия,Офис
55.8007863,37.5189392,Инспекция федеральной налоговой службы № 14 по г.Москве,Офис
55.7437438,37.5509035,Следственный комитет,Офис
55.7377603,37.6285387,"Корона, визовый центр стран Азии",Офис
55.7580839,37.6643449,Аутентика,Офис
55.8062046,37.6177745,We-Run,Офис
55.7659342,37.6437239,"ОДС № 6 ГБУ ""Жилищник Басманного района""",Офис
55.7211457,37.652325,Stormin,Офис
55.7748005,37.687064,ОАО «ВНИПИнефть»,Офис
55.7669821,37.6419698,"Центр ""Амурский тигр""",Офис
55.768408,37.6428281,Полномочное представительство Республики Бурятия при Президенте Российской Федерации,Офис
55.8018443,37.5323648,МегаФон,Офис
55.7241926,37.5612608,Государственный научно-исследовательский институт системного анализа Счётной палаты Российской Федерации,Офис
55.7599439,37.6402786,Государственный Российский Дом народного творчества имени В. Д. Поленова,Офис
55.7604239,37.6392272,Секретариат организации договора о коллективной безопасности,Офис
55.7405973,37.6155922,СЭС Дезслужба Москвы,Офис
55.7766539,37.6458932,СЭС Дезслужба Москвы,Офис
55.786579,37.6078781,СЭС Дезслужба Москвы,Офис
55.7550312,37.6488027,Постоянное представительство Республики Северная Осетия-Алания при Президенте РФ,Офис
55.8033465,37.5343085,КонЭксперт,Офис
55.803242,37.5342342,Галар,Офис
55.7738398,37.6558678,МТС,Офис
55.7247824,37.562858,Lingvo Art,Офис
55.7248043,37.5628231,Лингво Арт,Офис
55.7248927,37.5630712,Отдел лицензионно-разрешительной работы по ЦАО г. Москвы,Офис
55.7249131,37.5630538,Отдел организации миграционного контроля,Офис
55.7778945,37.6016065,Инспекция ФНС России № 47 по г. Москве,Офис
55.7836587,37.7190274,T2,Офис
55.7674512,37.7292492,МегаФон,Офис
55.7276692,37.5339605,Без названия,Школа
55.7686244,37.5901995,СовКомФлот,Офис
55.8028013,37.5721546,Мосводосток ГУП Эгтр № 2,Офис
55.7865069,37.6610282,Intellex,Офис
55.7864858,37.6611073,ООО ВегМаркет,Офис
55.7865213,37.6611261,ООО Верифилд,Офис
55.7054065,37.6580831,Отдел социальной защиты населения Даниловского района,Офис
55.7053105,37.6583058,Управление социальной защиты населения Южного административного округа,Офис
55.8008785,37.6339906,Управа Останкинского района,Офис
55.7340916,37.7054146,Управа Нижегородского района,Офис
55.7587056,37.6962515,Управа района Лефортово,Офис
55.7281414,37.6201293,Европлан,Офис
55.7677969,37.6246145,Нечаева М. И.,Офис
55.7089322,37.6235765,Управление Росреестра по г. Москве,Офис
55.7085302,37.6236328,Инспекция ФНС России №10 по г. Москве,Офис
55.7286874,37.6168882,Посольство Гватемалы,Офис
55.7286852,37.6157286,Посольство Катара,Офис
55.7286766,37.6160948,Посольство Парагвая,Офис
55.7324492,37.6218841,Посольство Экваториальной Гвинеи,Офис
55.7286995,37.616519,Посольство Мальты,Офис
55.7276799,37.6156924,Посольство Черногории,Офис
55.7172184,37.6181522,"Жилищник Даниловского района, ЮАО",Офис
55.7173692,37.6181523,Инженерная служба Даниловского района,Офис
55.7169213,37.6181384,Совет ветеранов,Офис
55.7977728,37.5581595,Ингосстрах,Офис
55.7487941,37.715005,"ГБУ ""Жилищник района Лефортово""",Офис
55.743702,37.6614461,Видовая комиссия автомототуризма,Офис
55.7439105,37.6614951,Федерация спортивного туризма - объединение туристов Москвы,Офис
55.7722241,37.6608125,Общественная приёмная ЛДПР,Офис
55.7718815,37.6605727,Департамент Дистанционного Образования ИМЦ (Институт Мировых Цивилизаций),Офис
55.7521542,37.6398378,Российский научный фонд,Офис
55.7226253,37.5717777,"ГБУ ""Жилищник района Хамовники""",Офис
55.7511496,37.6447546,"АО ""Бюро комплексного проектирования"" Трансинжстрой",Офис
55.7669932,37.5726289,Профессиональный союз работников культуры,Офис
55.7958545,37.6982819,РЭУ-53,Офис
55.7306515,37.6183803,Департамент по материально-техническому и медицинскому обеспечению МВД России,Офис
55.7740592,37.6717827,М.Видео,Офис
55.7376692,37.5051821,Первый Визовый Центр,Офис
55.7337195,37.7120106,Галактика,Университет
55.7353018,37.5851177,Гледен Инвест,Офис
55.7711849,37.590956,Росспиртпром,Офис
55.691929,37.6243869,Международный инновационный образовательный центр,Школа
55.8007058,37.5242101,Центр независимых испытаний и эксертизы в строительстве,Офис
55.8007096,37.524257,Инженерная служба Хорошевского района,Офис
55.8006802,37.5245628,Можайская земля,Офис
55.8006749,37.5246352,ВТБ,Офис
55.8005543,37.5247881,Креатив-Маркет,Офис
